datetime,date,time,hour,weekday,count,status_label,status_code,status_min,status_max
2025-10-02 17:49:00,2025-10-02,17:49,17,Thursday,30,混んでいます,2,31,40
2025-10-03 12:21:00,2025-10-03,12:21,12,Friday,9,空いています（~10人）,5,0,10
2025-10-03 13:59:00,2025-10-03,13:59,13,Friday,25,やや混んでいます,3,21,30
2025-10-03 14:48:00,2025-10-03,14:48,14,Friday,14,空いています（~10人）,5,0,10
2025-10-03 15:19:00,2025-10-03,15:19,15,Friday,11,空いています（~10人）,5,0,10
2025-10-03 15:28:00,2025-10-03,15:28,15,Friday,12,空いています（~10人）,5,0,10
2025-10-03 16:10:00,2025-10-03,16:10,16,Friday,18,空いています（~10人）,5,0,10
2025-10-03 17:25:00,2025-10-03,17:25,17,Friday,20,空いています（~10人）,5,0,10
2025-10-03 17:43:00,2025-10-03,17:43,17,Friday,22,やや混んでいます（~30人）,3,21,30
2025-10-03 19:00:00,2025-10-03,19:00,19,Friday,26,やや混んでいます（~30人）,3,21,30
2025-10-03 20:01:00,2025-10-03,20:01,20,Friday,25,やや混んでいます（~30人）,3,21,30
2025-10-03 21:20:00,2025-10-03,21:20,21,Friday,31,混んでいます（~40人）,2,31,40
2025-10-03 21:57:00,2025-10-03,21:57,21,Friday,30,やや混んでいます（~30人）,3,21,30
2025-10-04 09:45:00,2025-10-04,09:45,9,Saturday,27,やや混んでいます（~30人）,3,21,30
2025-10-04 10:32:00,2025-10-04,10:32,10,Saturday,22,やや混んでいます（~30人）,3,21,30
2025-10-04 12:00:00,2025-10-04,12:00,12,Saturday,15,やや空いています,4,11,20
2025-10-04 12:05:00,2025-10-04,12:05,12,Saturday,33,混んでいます（~40人）,2,31,40
2025-10-04 14:10:00,2025-10-04,14:10,14,Saturday,21,やや混んでいます（~30人）,3,21,30
2025-10-04 15:00:00,2025-10-04,15:00,15,Saturday,27,やや混んでいます（~30人）,3,21,30
2025-10-04 15:41:00,2025-10-04,15:41,15,Saturday,24,やや混んでいます（~30人）,3,21,30
2025-10-04 15:47:00,2025-10-04,15:47,15,Saturday,23,やや混んでいます（~30人）,3,21,30
2025-10-04 15:59:00,2025-10-04,15:59,15,Saturday,22,やや混んでいます（~30人）,3,21,30
